Gene	Length	Cell1	Cell2	Cell3	Cell4	Cell5	Cell6	Cell7	Cell8	Cell9	Cell10	Cell11	Cell12
NM_027660	1739	0	0	0	0	0	0	0	0	0	0	0	0
NM_027661	1403	0	0	1	0	0	0	0	0	0	0	0	0
NM_027664	4017	265	260	244	103	307	4	55	166	154	74	74	147
NM_027665	2362	0	0	1	0	0	0	0	0	0	0	0	0
NM_027667	5140	857	921	1211	314	128	249	214	184	140	136	65	530
NM_027668	1753	0	0	0	0	0	0	0	0	0	0	0	0
NM_027669	1276	0	0	0	2	0	1	0	1	1	0	0	1
NM_027671	4193	0	1	0	0	0	0	0	0	0	0	0	0
NM_027673	1237	2	0	0	0	0	0	0	0	0	0	0	8
NM_027677	2687	1	0	0	0	0	0	0	0	0	0	0	0
NM_027678	4154	603	394	351	114	29	132	27	84	63	29	76	163
NM_027687	2125	5	41	1	0	0	0	0	0	0	0	0	2
NM_027689	3274	0	0	0	0	0	1	0	0	35	0	0	0
NM_027694	2822	0	0	0	0	0	0	0	0	0	0	0	0
NM_027695	3752	2	0	108	1	56	13	1	0	0	0	44	21
NM_027696	4758	731	300	434	216	221	355	98	116	100	140	48	112
NM_027697	1092	0	2	0	0	0	0	0	0	0	0	0	0
NM_027698	3568	230	125	6	159	102	149	87	5	146	137	5	180
NM_027699	660	0	0	0	1	0	0	0	0	0	0	0	0
NM_027702	1373	0	0	0	0	0	0	0	0	0	0	0	0
NM_027704	1301	0	0	0	0	0	0	0	0	0	0	0	0
NM_027706	7239	9	33	86	56	12	33	20	39	1	37	34	1
NM_027707	8815	887	297	239	200	129	397	232	134	185	157	56	359
NM_027708	2159	4	1	0	0	1	1	0	16	0	0	0	6
NM_027709	1521	1	0	0	0	0	0	0	0	0	0	0	0
NM_027711	5771	533	163	319	148	54	2	1	117	59	106	108	69
NM_027712	4287	0	1	0	0	0	0	0	0	0	0	0	0
NM_027717	592	0	0	1	0	0	0	0	0	0	0	0	0
NM_027721	1673	1	0	2	0	0	24	0	0	1	1	0	1
NM_027722	3231	1145	2626	2140	523	389	2437	333	762	374	233	282	332
NM_027724	2590	0	0	0	0	0	0	0	0	0	0	0	0
NM_027725	1351	0	0	0	0	0	1	0	0	42	0	0	0
NM_027726	7782	384	104	11	44	27	451	40	18	95	37	158	96
NM_027727	2471	121	234	11	89	63	84	161	96	115	48	62	3
NM_027728	1199	0	0	0	0	0	133	2	1	1	1	0	1
NM_027730	1200	0	0	0	0	0	0	0	0	0	0	0	0
NM_027732	1612	0	0	0	0	0	0	0	0	0	0	0	0
NM_027733	710	170	0	3	1	0	26	5	0	24	32	0	39
NM_027739	2273	4	2	0	45	5	21	36	0	0	26	0	37
NM_027740	2727	170	0	1	130	97	4	27	43	67	17	0	15
NM_027741	2191	0	0	0	0	0	0	0	0	0	0	0	0
NM_027742	2848	498	231	91	184	125	102	60	13	183	141	64	54
NM_027744	1412	160	134	277	88	59	23	34	128	18	48	67	1
NM_027745	3390	0	0	4	1	0	46	0	0	0	10	14	1
NM_027748	3765	460	24	104	28	17	83	39	23	71	127	37	119
NM_027749	1593	0	1	0	0	0	0	0	0	0	0	0	0
NM_027754	1242	0	0	0	0	0	0	0	0	0	0	0	0
NM_027756	2336	0	0	0	1	0	71	1	75	0	0	0	0
NM_027758	5149	155	44	2	52	65	183	49	48	32	1	137	117
NM_027759	1661	0	0	0	0	0	0	0	0	0	0	9	0
NM_027760	1733	1	0	0	0	1	0	0	0	0	0	9	0
NM_027762	2066	0	0	0	0	0	0	0	0	0	0	0	0
NM_027763	1220	0	0	0	0	1	0	0	0	0	0	0	0
NM_027764	3903	882	808	276	220	290	169	251	244	68	137	202	185
NM_027768	798	0	0	0	0	0	0	0	0	0	0	0	0
NM_027769	5646	872	207	891	145	143	110	80	203	151	122	123	125
NM_027770	7137	1	0	0	0	0	2	1	0	0	22	0	0
NM_027771	620	0	0	0	0	0	0	0	0	0	0	0	0
NM_027772	1206	136	33	6	17	0	32	45	3	4	30	11	23
NM_027773	930	1	22	0	13	3	6	1	19	1	9	4	32
NM_027777	4304	82	9	5	79	150	82	33	66	39	2	35	38
NM_027782	1648	347	23	13	1	1	158	34	12	100	48	8	129
NM_027787	3352	310	277	41	13	119	344	15	68	30	29	8	30
NM_027788	2336	0	0	0	0	0	0	1	0	0	0	0	0
NM_027789	4086	0	0	0	0	0	0	0	0	0	0	1	0
NM_027790	1273	0	0	0	0	0	0	0	0	0	0	0	0
NM_027793	1022	0	0	0	0	0	0	0	0	0	0	0	0
NM_027797	1868	29	0	1	2	12	0	0	0	0	0	0	34
NM_027799	3493	839	1184	715	179	262	300	37	220	179	240	31	385
NM_027800	828	0	0	0	0	0	0	0	0	0	0	0	0
NM_027802	1217	0	0	0	2	0	0	0	0	0	0	1	0
NM_027804	4645	252	384	282	97	52	119	95	87	77	60	73	300
NM_027805	2072	114	29	0	0	0	0	0	22	0	0	16	0
NM_027807	6023	1384	692	1302	230	500	335	164	358	192	203	157	231
NM_027808	4795	0	0	0	0	0	0	0	0	0	0	0	0
NM_027810	2598	5	0	0	15	1	163	30	40	1	2	0	120
NM_027815	3101	568	270	16	197	100	108	113	229	99	54	122	189
NM_027816	2331	0	0	0	0	0	0	0	0	0	1	0	0
NM_027817	1599	0	0	0	0	0	0	0	0	0	0	0	0
NM_027819	1822	0	0	0	0	0	6	0	0	0	0	0	0
NM_027823	5404	60	96	323	64	2	62	10	242	7	28	125	47
NM_027827	2324	0	14	0	9	0	15	18	0	0	0	0	1
NM_027828	2670	0	0	0	0	0	0	0	0	0	0	0	0
NM_027829	938	0	0	1	2	0	42	0	0	0	1	0	0
NM_027830	3873	64	0	133	0	9	14	18	25	7	0	84	0
NM_027832	617	0	0	0	0	0	0	0	0	0	0	0	0
NM_027834	2159	0	0	1	0	0	0	0	0	0	0	0	0
NM_027835	3767	0	0	0	7	0	0	0	0	0	0	0	0
NM_027836	919	0	0	0	0	0	0	0	0	0	0	0	0
NM_027837	1792	5	2	1	0	0	0	0	0	0	0	0	0
NM_027838	2016	265	1	34	120	85	22	13	49	1	14	0	0
NM_027839	2895	0	0	0	0	0	0	0	16	32	0	0	2
NM_027840	1434	0	0	0	0	0	0	0	0	0	0	0	0
NM_027843	1198	0	0	0	0	0	0	0	0	0	0	0	0
NM_027844	940	0	0	1	0	0	0	0	0	0	0	0	0
NM_027852	708	0	0	0	4	0	5	6	0	7	9	3	2
NM_027853	1227	0	0	0	0	0	0	0	0	0	0	0	0
NM_027855	934	134	9	7	109	49	91	42	1	66	64	41	47
NM_027857	1503	1	0	0	9	1	4	0	1	34	10	22	24
NM_027859	1936	161	2	1	67	6	103	59	1	39	30	0	27
NM_027860	4140	164	235	3	339	1	48	15	0	42	90	4	18
NM_027861	3456	0	0	0	0	0	0	0	0	0	0	0	0
NM_027862	574	288	282	281	144	75	123	89	104	137	83	72	112
NM_027864	2467	0	0	0	40	0	0	0	1	0	11	0	0
NM_027865	2354	0	0	0	0	0	0	0	0	0	0	0	0
NM_027866	1383	0	0	0	0	0	0	0	0	0	0	0	0
NM_027868	2257	1	0	0	0	0	18	0	0	0	0	2	24
NM_027869	2704	771	480	358	479	168	205	161	132	233	130	152	525
NM_027870	3354	17	0	0	3	1	0	0	0	7	1	0	0
NM_027871	3585	319	9	12	1	23	53	32	125	141	40	40	84
NM_027872	2421	0	1	3	0	0	0	0	0	0	0	0	0
NM_027873	2970	171	505	474	60	41	51	56	38	50	97	7	64
NM_027874	3749	1444	1094	1913	476	400	1149	144	286	616	401	212	691
NM_027875	3288	7	0	4	60	0	0	1	1	1	0	0	1
NM_027877	1993	32	7	3	35	0	38	21	19	35	28	18	30
NM_027878	2807	17	8	8	3	1	1	1	1	1	1	0	1
NM_027879	2094	106	28	53	62	56	58	37	118	43	18	29	0
NM_027880	3442	151	34	454	50	30	97	74	74	29	25	32	35
NM_027881	6497	79	53	6	23	0	88	1	73	47	0	11	0
NM_027882	6099	716	234	440	75	174	244	69	201	74	38	132	111
NM_027883	3801	126	4	10	19	2	14	34	16	43	9	22	7
NM_027884	9966	1	0	0	124	1	75	20	2	57	21	0	25
NM_027885	3611	291	3	24	85	189	26	2	100	31	31	25	2
NM_027886	4458	3	2	0	88	68	57	30	2	2	6	29	22
NM_027889	3180	323	480	462	152	83	149	80	100	86	80	209	235
NM_027890	3255	314	6	7	36	4	192	2	1	1	1	279	61
NM_027891	2179	755	471	515	162	257	255	191	320	208	93	56	244
NM_027892	3403	265	172	130	127	4	115	37	14	7	68	56	60
NM_027893	3504	0	0	0	0	0	0	20	0	0	0	0	0
NM_027895	2825	3	4	83	10	0	9	0	0	0	3	0	54
NM_027896	2386	251	68	121	114	58	129	78	139	60	81	78	26
NM_027897	3437	129	571	53	219	84	44	26	134	258	61	36	60
NM_027898	2681	384	9	73	269	43	96	34	64	126	99	43	60
NM_027900	4206	321	141	104	144	6	296	99	93	72	22	91	132
NM_027901	4551	1759	2238	2407	552	488	543	263	339	422	192	356	797
NM_027902	3192	2	0	0	0	0	0	0	0	0	0	0	0
NM_027903	2738	18	138	41	0	35	0	10	0	23	0	0	34
NM_027904	4582	0	0	0	0	0	0	0	0	0	0	0	0
NM_027905	2360	111	155	332	25	46	110	10	97	51	49	1	188
NM_027906	6926	170	37	815	14	5	79	1	129	87	34	76	38
NM_027907	2689	0	0	0	1	0	0	0	0	0	0	0	0
NM_027908	2421	0	1	0	0	0	0	0	0	0	0	0	0
NM_027909	4334	6	108	3	11	49	0	0	0	0	0	40	0
NM_027910	2123	541	488	847	350	300	245	217	237	332	132	105	81
NM_027911	3443	875	882	625	181	177	133	142	173	133	86	135	342
NM_027912	2286	268	128	292	53	43	38	34	151	38	70	19	99
NM_027913	3540	0	0	0	0	0	37	0	0	0	0	0	0
NM_027914	2753	4	2	3	0	1	1	7	0	25	6	0	0
NM_027915	5367	248	19	319	158	17	484	64	111	112	115	75	106
NM_027917	3301	0	0	0	1	0	0	0	0	1	0	0	0
NM_027918	2275	0	0	0	0	0	0	0	0	0	0	0	0
NM_027919	1840	0	0	0	0	31	0	1	0	0	0	0	0
NM_027920	4521	20	105	184	73	31	60	6	2	24	7	28	0
NM_027921	2349	0	0	1	0	0	0	0	0	0	1	0	0
NM_027922	5216	1143	635	711	122	333	215	44	294	102	319	108	220
NM_027924	1795	1	0	0	0	0	0	0	0	0	0	0	1
NM_027925	1130	799	295	1063	390	314	76	124	330	170	221	84	69
NM_027926	2061	0	0	0	0	0	0	0	0	0	0	0	0
NM_027927	2985	333	158	544	15	51	122	71	198	130	119	10	103
NM_027928	1651	0	0	0	0	0	0	0	0	0	0	0	0
NM_027930	2307	325	187	77	76	36	39	26	34	14	31	0	80
NM_027931	2506	184	357	362	204	177	172	150	119	61	125	146	146
NM_027933	2479	1113	1857	1009	515	278	453	338	669	291	210	146	432
NM_027934	3785	0	0	0	2	0	4	0	0	0	0	0	0
NM_027935	1096	821	463	1302	223	331	206	114	160	206	106	64	179
NM_027937	6174	2	56	6	12	2	3	2	5	2	8	2	10
NM_027939	1983	0	0	0	0	0	0	0	0	0	0	0	0
NM_027940	883	0	0	0	0	0	0	0	0	0	0	0	0
NM_027941	1840	2332	212	234	2	89	122	61	0	40	26	398	45
NM_027942	1520	0	0	0	0	0	0	0	0	0	0	0	0
NM_027943	2139	0	0	0	0	0	0	0	0	0	0	0	0
NM_027945	1954	89	39	104	36	44	35	16	44	11	13	16	15
NM_027946	5749	628	462	606	495	222	823	110	348	392	348	139	320
NM_027947	5089	136	294	292	29	48	161	62	68	0	47	53	110
NM_027948	2050	1	0	0	0	0	21	0	0	0	0	0	0
NM_027949	1984	4	2	210	36	4	0	0	44	29	111	0	28
NM_027950	1961	0	0	0	0	0	0	0	0	0	0	0	0
NM_027951	1532	0	0	0	0	0	0	0	0	0	0	0	0
NM_027952	1769	0	0	0	0	0	0	0	0	59	0	0	1
NM_027954	860	973	1105	827	382	921	666	439	575	325	314	510	630
NM_027955	1929	0	0	0	0	0	0	0	0	0	0	0	0
NM_027955	1929	0	0	0	0	0	0	0	0	0	0	0	0
NM_027955	1929	0	0	0	0	0	0	0	0	0	0	0	0
NM_027955	1929	0	0	0	0	0	0	0	0	0	0	0	0
NM_027955	1929	0	0	0	0	0	0	0	0	0	0	0	0
NM_027957	905	21	238	1	0	0	26	0	0	0	0	0	0
NM_027959	2125	2945	2815	1803	1663	838	604	1163	660	1653	1458	947	945
NM_027960	1681	11	0	18	0	0	4	0	0	0	0	0	0
NM_027961	820	0	0	0	0	0	0	0	0	0	0	0	0
NM_027963	2201	0	0	0	1	0	86	0	0	0	0	0	0
NM_027964	2062	0	0	0	0	0	0	0	0	0	0	0	0
NM_027965	2018	0	102	1	33	8	30	15	0	0	0	1	0
NM_027966	1721	0	0	0	0	0	0	0	0	0	0	0	0
NM_027968	3929	862	203	925	118	121	57	77	282	150	85	24	221
NM_027970	1719	0	0	0	0	0	0	0	0	0	0	0	0
NM_027971	1687	0	0	0	0	0	0	0	0	0	0	0	0
NM_027972	1822	0	1	0	26	0	0	0	0	0	0	0	0
NM_027973	2467	382	184	427	136	115	335	60	183	125	65	151	169
NM_027974	2206	1	1	1	128	1	38	2	45	2	24	1	82
NM_027975	2260	1448	253	486	391	12	497	201	195	39	178	104	561
NM_027976	3151	393	36	695	192	127	150	64	1	306	41	2	117
NM_027977	2190	259	133	307	84	62	29	15	19	63	40	8	41
NM_027978	1712	252	123	6	296	33	126	158	76	193	67	157	110
NM_027979	1711	0	0	0	10	0	0	0	0	0	0	0	0
NM_027980	3175	97	84	154	65	0	65	14	63	52	18	23	8
NM_027981	1930	0	0	0	0	0	0	0	0	0	0	0	0
NM_027982	1720	43	284	129	24	86	47	24	149	13	25	53	31
NM_027983	1679	0	0	0	0	0	0	0	0	0	0	0	0
NM_027984	2441	3	0	1	0	0	7	1	0	0	1	0	0
NM_027985	1224	435	576	200	123	158	240	53	172	156	45	31	180
NM_027986	2202	137	2	2	17	52	50	131	128	46	43	73	123
NM_027987	2348	0	0	0	0	0	0	0	0	0	0	0	0
NM_027988	1050	1	0	1	0	23	48	0	0	23	1	0	34
NM_027990	2285	0	0	0	0	25	0	0	0	0	0	0	0
NM_027992	6082	304	33	9	23	17	131	44	3	21	73	108	123
NM_027993	2076	0	0	0	3	0	1	0	0	0	0	0	0
NM_027994	8209	3313	2683	2749	966	949	1143	681	1877	832	865	1104	847
NM_027995	2067	0	0	0	0	0	0	0	0	0	0	0	0
NM_027996	6072	109	67	7	65	1	180	14	25	0	56	5	19
NM_027997	1694	0	0	0	0	0	0	0	0	0	0	0	0
NM_027998	1848	0	0	0	0	0	0	0	0	29	0	0	0
NM_027999	2194	30	155	57	18	1	15	13	17	22	15	12	15
NM_028000	1472	13	75	305	50	46	12	1	2	68	44	0	0
NM_028001	1325	0	0	0	0	0	0	0	0	0	0	0	2
NM_028002	1768	0	0	0	0	0	0	0	6	0	0	0	0
NM_028003	2260	173	358	214	207	112	107	104	261	134	96	59	198
NM_028004	81931	539	71	999	19	0	1	0	2	2	37	115	1
NM_028005	1802	203	4	29	9	1	11	0	0	6	22	0	15
NM_028006	2929	183	214	239	168	6	11	29	137	0	37	30	78
NM_028007	2195	102	117	369	140	9	139	5	178	17	93	4	207
NM_028009	1703	262	93	2	1	17	12	7	34	24	13	0	1
NM_028010	2315	288	12	1	0	0	27	15	25	0	0	0	1
NM_028011	2093	614	248	184	273	215	332	25	14	216	100	160	11
NM_028012	1540	121	1	148	175	2	95	46	0	18	69	0	83
NM_028013	4470	402	1	6	35	6	27	0	0	1	15	43	1
NM_028014	4996	98	75	79	6	4	27	11	0	5	5	1	6
NM_028015	2010	414	655	338	205	131	148	209	265	260	47	152	318
NM_028016	1356	285	243	43	6	44	39	7	18	14	10	16	1
NM_028017	3482	545	144	556	243	132	242	60	47	83	77	75	111
NM_028018	2341	415	585	429	274	179	415	192	289	184	106	150	383
NM_028019	1959	1	1	0	0	1	0	15	0	1	20	0	0
NM_028020	2347	1115	1397	2009	391	251	245	360	299	291	276	314	310
NM_028021	6375	225	312	0	39	53	60	16	75	1	0	56	0
NM_028022	1548	290	168	297	125	110	430	87	110	148	128	302	154
NM_028023	2419	1221	1176	1185	495	236	428	238	430	365	312	256	484
NM_028024	2013	213	382	245	187	74	103	74	112	119	112	4	110
NM_028025	1854	32	3	4	1	3	4	3	3	3	1	6	14
NM_028026	2113	546	668	762	183	261	147	17	162	127	93	242	385
NM_028027	2218	56	89	388	73	35	2	18	2	91	100	0	61
NM_028028	2701	541	698	64	79	222	222	136	178	151	69	285	592
NM_028029	4882	65	4	11	1	3	18	13	13	7	8	0	10
NM_028030	1956	2053	2416	3089	622	881	1153	509	1296	1393	984	1340	1774
NM_028031	2407	1041	377	1002	104	156	60	112	191	263	187	48	498
NM_028032	2380	1573	1173	1580	542	412	286	183	724	306	307	128	447
NM_028033	1814	209	3	334	36	1	0	0	2	36	71	43	68
NM_028034	1621	1742	96	507	34	189	29	150	193	147	12	295	4
NM_028035	2567	1552	407	41	257	32	102	48	111	190	90	28	235
NM_028036	1815	119	61	25	84	30	23	13	61	25	39	23	0
NM_028037	3621	0	0	0	21	6	30	0	1	2	12	9	1
NM_028038	1870	231	451	158	97	86	159	24	68	197	31	23	59
NM_028039	2899	2606	1137	959	342	733	238	171	304	137	103	106	331
NM_028040	1797	612	451	692	74	258	291	135	110	154	105	174	170
NM_028041	3931	1209	1041	1017	259	343	408	192	319	242	330	168	295
NM_028042	2107	372	54	229	89	42	62	95	45	145	57	13	142
NM_028043	3166	442	221	6	416	23	353	29	137	102	239	170	183
NM_028044	2003	1465	1414	2188	703	434	299	267	612	386	320	256	619
NM_028046	838	100	0	30	0	0	29	0	0	0	0	0	0
NM_028047	2232	114	94	8	42	13	33	39	70	20	15	7	76
NM_028048	1827	132	1	0	1	0	15	1	0	1	0	0	40
NM_028049	2102	870	1410	2124	243	532	559	270	522	417	261	330	625
NM_028050	2047	54	1	2	90	0	41	4	0	17	13	0	0
NM_028051	2025	1	0	2	0	0	0	0	3	0	0	0	1
NM_028052	2550	0	0	0	0	0	0	0	0	0	0	48	0
NM_028053	1415	196	5	535	34	108	113	186	227	110	3	96	24
NM_028054	1685	7	7	141	55	1	61	51	76	24	13	7	33
NM_028055	2260	0	0	0	103	0	1	0	0	0	28	0	0
NM_028056	2143	252	350	336	49	42	119	56	259	39	10	73	202
NM_028057	1626	2157	1142	2893	463	516	667	444	603	344	455	188	531
NM_028058	1950	638	608	11	68	92	217	26	73	101	70	75	2
NM_028059	4745	381	587	567	43	314	155	4	48	108	35	54	9
NM_028060	2568	102	669	785	307	591	364	292	597	289	245	144	64
NM_028061	4058	60	2	0	22	0	34	0	0	42	11	0	0
NM_028063	1520	1	1	2	59	4	3	23	41	12	30	2	0
NM_028064	2226	134	70	264	44	2	377	90	88	36	2	0	28
NM_028065	1898	227	332	404	176	118	109	107	64	150	59	18	38
NM_028066	2244	0	0	0	0	0	0	0	0	0	0	0	0
NM_028069	2143	0	0	0	0	0	0	0	0	0	0	0	0
NM_028070	1713	49	248	188	29	9	60	63	6	14	35	9	6
NM_028071	1639	108	152	17	87	82	136	40	75	28	12	33	41
NM_028072	4573	1007	1356	1033	167	415	909	306	146	333	256	163	645
NM_028074	4012	1022	820	1498	715	271	345	188	364	513	297	119	347
NM_028075	1906	0	2	0	0	0	1	0	1	11	0	0	0
NM_028076	2096	210	43	275	69	32	196	23	47	93	33	45	59
NM_028077	1882	272	300	305	105	125	103	104	250	102	160	126	82
NM_028078	1551	0	0	0	0	0	0	0	0	0	0	0	0
NM_028079	3509	61	137	45	14	8	122	17	29	85	6	35	26
NM_028081	1879	364	47	461	192	123	107	35	188	6	149	0	209
NM_028082	2693	1665	1113	1951	620	284	472	349	433	396	356	512	334
NM_028083	1913	747	1207	608	278	319	103	115	303	215	145	353	56
NM_028085	2029	0	0	0	0	0	0	0	0	0	0	0	0
NM_028086	883	0	0	0	0	0	0	0	0	0	0	0	0
NM_028087	4301	1	0	0	0	0	0	0	0	0	0	0	0
NM_028089	1989	0	0	0	30	0	0	1	1	0	0	43	0
NM_028091	2283	85	157	3	91	39	36	20	5	34	21	28	222
NM_028092	1901	1	0	2	0	0	0	0	3	0	0	0	1
NM_028093	2306	0	0	0	0	0	0	0	0	0	0	0	0
NM_028094	2117	0	0	0	0	0	0	0	0	0	0	0	0
NM_028095	1077	341	291	15	34	38	33	69	37	60	98	38	2
NM_028096	4361	3	1	1	1	16	0	0	0	0	14	0	0
NM_028097	2605	205	12	20	13	44	220	33	219	8	55	0	1
NM_028099	6460	951	826	1778	319	309	293	231	316	196	237	56	210
NM_028101	2091	1585	1222	1335	504	498	469	266	396	257	187	258	430
NM_028102	4267	792	228	332	140	164	420	88	216	52	152	448	165
NM_028104	729	0	0	0	9	3	5	2	6	1	1	0	4
NM_028105	2287	172	88	344	0	31	26	12	65	26	64	3	177
NM_028106	1894	21	1	81	6	3	12	3	8	11	17	1	20
NM_028108	4526	4124	5503	5912	1453	1911	1534	862	1888	1266	733	801	1998
NM_028109	4352	2880	995	2548	787	488	802	336	344	401	473	292	1280
NM_028110	2050	0	0	0	0	0	0	0	0	0	2	0	0
NM_028112	1783	639	1234	889	287	285	133	160	450	223	224	330	467
NM_028113	2652	0	0	0	0	0	0	0	1	0	1	0	0
NM_028115	1696	19	338	1712	92	395	72	141	651	108	50	148	232
NM_028116	1745	1	121	0	0	0	0	1	1	1	13	31	0
NM_028117	2085	8	0	419	35	47	41	1	56	45	2	3	1
NM_028118	2091	337	33	6	0	21	24	62	75	52	1	33	89
NM_028119	1553	367	28	7	36	1	75	77	86	84	60	18	133
NM_028120	2567	298	5	8	6	51	99	27	0	42	46	51	86
NM_028121	2471	318	705	1088	257	179	83	130	92	50	151	172	253
NM_028122	3561	0	1	0	0	0	0	0	0	0	0	0	0
NM_028123	2787	396	333	708	202	274	47	121	204	110	49	132	179
NM_028126	2015	544	123	3	175	174	214	69	150	106	162	55	4
NM_028127	4662	6	3	5	34	18	11	9	35	0	10	0	80
NM_028128	1730	1393	1029	1844	276	579	549	236	742	466	238	332	703
NM_028129	2008	21	2	0	13	1	42	14	3	31	26	0	10
NM_028130	5304	596	229	5	29	1	65	118	169	178	23	0	128
NM_028131	1768	1092	965	542	368	191	456	101	351	161	132	116	202
NM_028132	2334	540	164	109	70	0	48	41	11	24	31	73	80
NM_028133	2649	12	214	341	159	2	1	1	158	104	2	1	0
NM_028134	2306	1	0	3	0	0	0	0	1	0	0	1	0
NM_028135	2517	0	2	0	0	0	0	0	0	0	0	0	0
NM_028136	4975	1432	1350	1034	479	456	241	347	305	356	316	354	494
NM_028137	1597	445	475	233	319	187	142	81	127	149	79	38	192
NM_028138	1856	135	8	345	52	2	69	12	78	37	24	106	123
NM_028139	1693	212	139	3	3	95	33	33	4	31	51	0	87
NM_028140	3051	12	5	423	0	0	0	2	1	12	47	1	0
NM_028141	2989	0	0	0	14	0	46	0	0	1	0	0	26
NM_028142	2439	6	554	32	114	4	33	58	184	108	47	43	79
NM_028146	1565	0	0	0	2	2	13	30	0	1	0	0	0
NM_028148	7724	783	980	1630	474	404	407	133	267	328	262	263	452
NM_028149	8607	194	10	31	84	2	149	17	6	148	21	29	172
NM_028150	2676	155	259	378	108	151	175	76	140	64	63	2	160
NM_028151	3309	1147	1957	968	602	404	390	316	643	274	189	351	1023
NM_028152	3965	914	298	972	381	511	528	162	163	235	294	308	248
NM_028153	2311	55	6	0	0	0	22	0	0	5	7	4	3
NM_028156	624	114	0	1	0	0	0	0	0	0	0	0	0
NM_028157	4277	0	0	0	0	1	19	0	0	3	1	0	0
NM_028158	641	0	0	0	0	0	0	0	49	0	0	0	0
NM_028162	5613	269	4	1	30	8	31	27	1	49	28	15	66
NM_028166	3146	1	83	15	2	3	40	0	56	72	20	1	56
NM_028169	848	0	0	0	0	0	0	0	0	0	0	0	0
NM_028170	2426	124	130	18	23	23	124	54	11	37	34	32	50
NM_028171	946	0	0	0	0	0	0	0	0	0	0	0	0
NM_028173	2888	678	546	340	345	192	129	213	155	186	123	210	470
NM_028175	3877	0	0	0	1	0	0	0	0	0	0	0	0
NM_028176	809	1	1	0	0	0	45	0	0	0	0	18	0
NM_028177	800	29	27	11	24	37	41	29	52	23	12	1	22
NM_028179	507	12	7	4	1	8	86	9	0	4	0	2	1
NM_028180	621	0	0	0	0	0	0	0	0	0	0	0	0
NM_028181	2688	28	69	49	18	24	114	28	58	55	1	11	130
NM_028182	2767	170	1	3	0	0	0	0	0	0	0	0	0
NM_028184	1959	76	2	191	28	21	89	0	0	54	10	22	3
NM_028185	6453	86	119	11	14	4	11	1	5	33	49	14	0
NM_028186	3222	0	0	0	45	0	0	1	0	22	0	0	0
NM_028188	3781	252	202	3	77	2	0	19	40	30	34	18	48
NM_028189	2103	0	0	16	0	11	0	0	1	0	0	0	0
NM_028190	4975	455	730	677	369	213	297	333	282	322	265	201	235
NM_028191	1534	0	0	0	0	0	0	0	0	0	0	0	0
NM_028193	2755	379	98	197	81	162	97	96	7	42	37	21	42
NM_028194	11470	73	92	63	63	25	59	19	7	11	11	25	32
NM_028195	2791	0	0	0	0	0	0	1	0	0	0	0	0
NM_028197	2472	411	228	675	117	428	185	24	310	179	145	44	303
NM_028198	3709	202	234	38	63	132	144	93	138	87	111	70	144
NM_028199	2884	118	3	1	0	13	0	0	0	0	0	0	0
NM_028200	2777	96	131	17	59	1	72	19	27	7	63	30	17
NM_028201	2556	32	2	0	10	0	0	0	8	1	3	1	1
NM_028202	2314	0	0	0	0	0	0	0	0	0	0	0	1
NM_028203	2980	8141	6705	8976	2425	1914	3180	1675	2297	1743	1168	1766	3203
NM_028207	1167	1	1	1	0	0	0	0	2	9	0	0	0
NM_028209	2059	382	308	550	273	345	348	94	70	193	113	81	207
NM_028211	1320	565	261	739	169	57	149	81	248	90	114	171	38
NM_028216	860	0	0	0	0	0	0	0	0	0	0	0	0
NM_028219	723	0	0	0	0	0	0	0	0	0	0	0	0
NM_028220	4132	1	0	0	1	16	0	0	92	1	0	0	1
NM_028221	1799	471	718	1224	395	178	721	232	333	335	299	66	261
NM_028222	772	330	224	6	38	17	130	85	17	75	50	90	93
NM_028223	3073	121	187	4	121	13	156	45	17	61	46	21	167
NM_028224	4520	0	0	0	27	0	9	0	0	0	0	0	0
NM_028226	3283	30	9	0	29	1	2	8	32	1	21	0	0
NM_028227	3712	58	83	57	18	3	16	12	8	9	22	2	8
NM_028228	1244	491	353	566	90	213	141	40	249	40	88	88	117
NM_028230	2280	445	1246	687	224	239	154	141	304	150	131	169	201
NM_028231	2919	0	0	1	0	0	0	0	0	0	0	0	0
NM_028232	2333	902	307	43	295	25	294	100	154	245	193	99	233
NM_028233	4621	1642	1587	941	407	483	500	255	368	299	236	355	459
NM_028234	9501	1017	1060	632	711	133	345	162	145	209	247	169	326
NM_028235	2613	1	0	0	0	0	70	0	0	0	0	0	1
NM_028236	1937	0	0	0	0	0	0	0	0	0	1	0	0
NM_028238	1577	4	6	115	74	0	0	28	0	19	0	0	2
NM_028242	2809	917	1036	2061	742	385	348	241	182	229	314	103	567
NM_028243	2964	212	77	137	34	22	28	69	28	33	34	17	152
NM_028244	4809	474	930	1326	311	197	231	188	261	160	175	211	245
NM_028245	2965	0	0	0	0	0	0	0	0	0	0	0	0
NM_028245	2965	0	0	0	0	0	0	0	0	0	0	0	0
NM_028247	2313	0	0	0	0	4	0	1	1	0	0	0	0
NM_028248	4622	211	119	5	74	1	99	27	112	51	21	89	158
NM_028250	1496	448	156	372	112	102	80	81	56	116	43	14	133
NM_028258	3928	0	0	0	27	0	0	1	0	20	15	0	0
NM_028259	3283	6	166	3	25	3	0	10	13	18	33	14	2
NM_028260	955	113	39	47	31	67	18	20	53	59	32	19	17
